Date,Description,Original Description,Category,Amount,Status
2025-04-16,"Walmart+","WMT PLUS APR 2025        WALMART.COM  AR",Shopping,-13.99,Posted
2025-04-15,"AT&T","ATT              Payment    ***********PAYH",Bills & Utilities,-327.60,Posted
2025-04-15,"Comenity Credit Card","COMENITY PAY VI  WEB PYMT   ***********6119",Credit Card Payment,-186.65,Posted
2025-04-14,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-04-14,"ICPayment","ICPAYMENT",Transfer,-543.88,Posted
2025-04-14,"TJX Rewards Credit Card","TJX Rew MstrCRD  SYF PAYMNT ***********1748",Credit Card Payment,-500.00,Posted
2025-04-14,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********9467",Credit Card Payment,-500.00,Posted
2025-04-14,"L.L.Bean MasterCard Payment","LLBEANMASTERCARD ONLINE PMT ***********9909",Credit Card Payment,-355.00,Posted
2025-04-14,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********3782",Credit Card Payment,-250.00,Posted
2025-04-14,"Peacock TV","PAYPAL *PEACOCKTVLL 03F  402-935-7733 NY",Television,-7.99,Posted
2025-04-14,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-04-10,"Transfer to Venmo","VENMO            PAYMENT    ***********2100",Transfer,-500.00,Posted
2025-04-10,"EyeBuyDirect","EYEBUYDIRECT             855-393-2891 TX",Eyecare,-103.94,Posted
2025-04-10,"Sam's Club","SAMS CLUB #6366          VESTAL       NY",Shopping,-103.04,Posted
2025-04-10,"eBay","eBay O*16-12931-03990    www.ebay.com CA",Shopping,-49.63,Posted
2025-04-10,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-15.01,Posted
2025-04-09,"Target","TARGET        00010561   VESTAL       NY",Shopping,-123.85,Posted
2025-04-09,"EyeBuyDirect","EYEBUYDIRECT             855-393-2891 TX",Eyecare,-104.89,Posted
2025-04-09,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-04-08,"Tractor Supply","TRACTOR SUPPLY   ONLINE PMT ***********0415",Shopping,-205.00,Posted
2025-04-08,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-15.37,Posted
2025-04-08,"Mobile Deposit","DEPOSIT@MOBILE",Income,8368.00,Posted
2025-04-08,"Mobile Deposit","DEPOSIT@MOBILE",Income,35.00,Posted
2025-04-07,"Bartles Pharmacy","BARTLES PHARMACY         OXFORD       NY",Pharmacy,-118.81,Posted
2025-04-07,"Pizza Hut","PIZZA HUT 041764         https://ipchaNY",Fast Food,-30.23,Posted
2025-04-07,"Dollar General","DOLLAR GENERAL #11151    OXFORD       NY",Shopping,-15.24,Posted
2025-04-04,"Crunchyroll Fan","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Television,-7.99,Posted
2025-04-03,"Disney+","PAYPAL *DISNEY PLUS      402-935-7733 CA",Television,-19.99,Posted
2025-04-03,"Mobile Deposit","DEPOSIT@MOBILE",Income,400.00,Posted
2025-04-02,"Otter Spirit Otterspirit Cny","SP OTTER SPIRIT          OTTERSPIRIT.CNY",Shopping,-181.75,Posted
2025-03-31,"The Divine Phoenix Thedivinephoewa","SP THE DIVINE PHOENIX    THEDIVINEPHOEWA",Entertainment,-222.00,Posted
2025-03-31,"Amazon","AMAZON MKTPL*KR3DQ6HS3   Amzn.com/billWA",Shopping,-45.31,Posted
2025-03-31,"Divinelyaligned Co","DIVINELYALIGNED.CO       COBBLE HILL  BC",Entertainment,-33.33,Posted
2025-03-31,"Cara Elizabeth Inc","WP*Cara Elizabeth INC    Brooklyn     NY",Spa & Massage,-33.00,Posted
2025-03-31,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-11.34,Posted
2025-03-31,"discovery+","discovery+               012-3456789  TN",Television,-9.99,Posted
2025-03-31,"Divinelyaligned Co","DIVINELYALIGNED.CO       COBBLE HILL  BC",Entertainment,-8.97,Posted
2025-03-31,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-03-31,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-03-28,"USAA Loan Payment","USAA LOAN PAYMENT",Financial,-543.88,Posted
2025-03-27,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********8204",Credit Card Payment,-550.00,Posted
2025-03-27,"Amazon","Amazon.com*NE7V47UC3     Amzn.com/billWA",Shopping,-89.86,Posted
2025-03-26,"Walmart","WM SUPERCENTER #2120     NORWICH      NY",Shopping,-302.90,Posted
2025-03-26,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-03-25,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-3.70,Posted
2025-03-24,"Blueox Corp","Blueox Corp              607-843-2583 NY",Gas,-532.70,Posted
2025-03-24,"Amazon","Amazon.com*YX95P9113     Amzn.com/billWA",Shopping,-16.12,Posted
2025-03-24,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-12.54,Posted
2025-03-17,"Overdraft Fee Window Refund","OD FEE WINDOW REFUND",Fees & Charges,29.00,Posted
2025-03-17,"OD FEE - ITEM PAID - ACH - TJX Rew MstrCRD SYF PAYMN","OD FEE - ITEM PAID - ACH - TJX Rew MstrCRD SYF PAYMN",Credit Card Payment,-29.00,Posted
2025-03-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-03-17,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-03-17,"Walmart+","WMT PLUS MAR 2025        WALMART.COM  AR",Shopping,-13.99,Posted
2025-03-17,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-03-14,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-03-14,"OD FEE - ITEM PAID - ACH - LLBEANMASTERCARDONLINE PM","OD FEE - ITEM PAID - ACH - LLBEANMASTERCARDONLINE PM",Shopping,-29.00,Posted
2025-03-14,"AT&T","ATT              Payment    ***********PAYC",Bills & Utilities,-355.38,Posted
2025-03-14,"Comenity Credit Card","COMENITY PAY VI  WEB PYMT   ***********2067",Credit Card Payment,-175.00,Posted
2025-03-14,"TJX Rewards Credit Card","TJX Rew MstrCRD  SYF PAYMNT ***********1748",Credit Card Payment,-100.00,Posted
2025-03-13,"L.L.Bean MasterCard Payment","LLBEANMASTERCARD ONLINE PMT ***********6198",Credit Card Payment,-325.00,Posted
2025-03-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********1659",Credit Card Payment,-100.00,Posted
2025-03-12,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-03-11,"OD FEE - ITEM PAID - ACH - COMENITY PAY VI WEB PYMT","OD FEE - ITEM PAID - ACH - COMENITY PAY VI WEB PYMT",Credit Card Payment,-29.00,Posted
2025-03-10,"Tractor Supply","TRACTOR SUPPLY   ONLINE PMT ***********7794",Shopping,-175.00,Posted
2025-03-10,"Comenity Credit Card","COMENITY PAY VI  WEB PYMT   ***********4282",Credit Card Payment,-100.00,Posted
2025-03-10,"Bartles Pharmacy","BARTLES PHARMACY         OXFORD       NY",Pharmacy,-149.64,Posted
2025-03-10,"Tractor Supply","TRACTOR SUPPLY #720      NORWICH      NY",Shopping,-86.84,Posted
2025-03-10,"Price Chopper","PRICE CHOPPER #161       NORWICH      NY",Groceries,-60.56,Posted
2025-03-10,"Red Lobster","RED LOBSTER 0180         VESTAL       NY",Restaurants,-54.87,Posted
2025-03-10,"Regal","REGAL BINGHAMTON  1732   BINGHAMTON   NY",Movies & Dvds,-19.33,Posted
2025-03-10,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-7.56,Posted
2025-03-10,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.00,Posted
2025-03-07,"Marshalls","MARSHALLS #1488          NORWICH      NY",Shopping,-153.25,Posted
2025-03-05,"Check #1304","CHECK # 0000001304",Check,-107.00,Posted
2025-03-04,"Target","TARGET        00014928   NEW HARTFORD NY",Shopping,-55.15,Posted
2025-03-03,"Speedway","SPEEDWAY 07687           BINGHAMTON   NY",Gas,-43.08,Posted
2025-03-03,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-11.59,Posted
2025-03-03,"Crunchyroll Fan","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Television,-7.99,Posted
2025-02-27,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********9096",Credit Card Payment,-400.00,Posted
2025-02-26,"Aldi","ALDI 65049               BINGHAMTON   NY",Groceries,-139.22,Posted
2025-02-26,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-02-25,"New York State Electric & Gas","NYSEG            WEB_PAY    ***********2425",Utilities,-600.00,Posted
2025-02-25,"Five Guys","FIVE GUYS NY 2127 QSR    JOHNSON CITY NY",Fast Food,-37.42,Posted
2025-02-24,"The New & Variety","THE NEW 5&10 VARIETY ST  GREENE       NY",Groceries,-103.39,Posted
2025-02-24,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-10.45,Posted
2025-02-24,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.00,Posted
2025-02-19,"Walmart","WAL-MART #2120           NORWICH      NY",Shopping,-120.88,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6272",Credit Card Payment,-75.58,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6420",Credit Card Payment,-24.49,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********5518",Credit Card Payment,-21.59,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********4474",Credit Card Payment,-21.59,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********2362",Credit Card Payment,-21.59,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********5734",Credit Card Payment,-10.79,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6672",Credit Card Payment,-5.39,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********5678",Credit Card Payment,-5.39,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********5032",Credit Card Payment,-5.39,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********2782",Credit Card Payment,-4.43,Posted
2025-02-18,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********5572",Credit Card Payment,-0.17,Posted
2025-02-18,"Bank Na","NBT BANK NA              NORWICH      NY",Cash,-503.50,Posted
2025-02-18,"American Eagle","American Eagle 299       New Hartford NY",Clothing,-102.59,Posted
2025-02-18,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-02-18,"Regal Cinemas","REGALCINEMASUNLIMITED    877-835-5734 TN",Movies & Dvds,-24.49,Posted
2025-02-18,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-17.25,Posted
2025-02-18,"Walmart","WMT PLUS FEB 2025        WALMART.COM  AR",Shopping,-13.99,Posted
2025-02-18,"Regal Cinemas","REGAL CINEMAS INC        877-835-5734 TN",Movies & Dvds,-1.50,Posted
2025-02-18,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.50,Posted
2025-02-14,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-02-14,"ICPayment","ICPAYMENT",Transfer,-543.88,Posted
2025-02-14,"AT&T","ATT              Payment    ***********PAYA",Bills & Utilities,-355.33,Posted
2025-02-14,"Social Security","SSA  TREAS 310   XXSOC SEC  *********** SSA",Income,3025.00,Posted
2025-02-12,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-02-10,"Aldi","ALDI 65064               NORWICH      NY",Groceries,-124.04,Posted
2025-02-10,"Stewart's Shops","STEWART'S SHOP # 476     OXFORD       NY",Gas,-30.18,Posted
2025-02-07,"Burger King","BURGER KING #2019        https://prod.NY",Fast Food,-19.68,Posted
2025-02-05,"Bartles Pharmacy","BARTLES PHARMACY         OXFORD       NY",Pharmacy,-107.63,Posted
2025-02-03,"Sam's Club","SAMSCLUB.COM             888-746-7726 AR",Shopping,-276.22,Posted
2025-02-03,"Amazon","Amazon.com*ZC1Q39V61     Amzn.com/billWA",Shopping,-10.86,Posted
2025-02-03,"Crunchyroll Fan","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Television,-7.99,Posted
2025-01-31,"Pizza Hut","PIZZA HUT 041769         https://ipchaNY",Fast Food,-25.91,Posted
2025-01-30,"Red Samurai Steak House","RED SAMURAI STEAK HOUSE  NEW HARTFORD NY",Restaurants,-65.19,Posted
2025-01-29,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********8078",Credit Card Payment,-121.53,Posted
2025-01-29,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********1162",Credit Card Payment,-100.00,Posted
2025-01-29,"Defense Finance and Accounting Service","DFAS-CLEVELAND   ALLOTMENT  ***********2248",Paycheck,500.00,Posted
2025-01-28,"Amazon","AMAZON MKTPL*ZC11C3G10   Amzn.com/billWA",Shopping,-79.96,Posted
2025-01-28,"Amazon","AMAZON MKTPL*ZG1P68IM1   Amzn.com/billWA",Shopping,-56.67,Posted
2025-01-28,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-6.58,Posted
2025-01-27,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********6266",Credit Card Payment,-200.00,Posted
2025-01-27,"ATM Withdrawal","PAI ISO                  VESTAL       NY",Cash,-203.00,Posted
2025-01-27,"Amazon","AMAZON MKTPL*ZC3BB47W2   Amzn.com/billWA",Shopping,-152.68,Posted
2025-01-27,"Amazon","Amazon.com*Z78XA0ZY2     Amzn.com/billWA",Shopping,-44.57,Posted
2025-01-27,"Amazon","AMAZON MKTPL*ZG9UV5WJ0   Amzn.com/billWA",Shopping,-6.46,Posted
2025-01-27,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2025-01-24,"Do D Services","WP*Do3D Services         Irvine       CA",Entertainment,-46.40,Posted
2025-01-23,"Olive Garden","OLIVE GARDEN ZK 0021865  NEW HARTFORD NY",Restaurants,-57.04,Posted
2025-01-23,"At Home","AT HOME STORE 183        NEW HARTFORD NY",Shopping,-37.73,Posted
2025-01-22,"Tractor Supply","TRACTOR SUPPLY   ONLINE PMT ***********3063",Shopping,-200.00,Posted
